code	word	freq	primary_code	misread_char	prim_syl	wrong_syl
yingzhao	映着	12447	yingzhe	着	zhe	zhao
yingzhuo	映着	12447	yingzhe	着	zhe	zhuo
douzhaozou	兜着走	12446	douzhezou	着	zhe	zhao
douzhuozou	兜着走	12446	douzhezou	着	zhe	zhuo
moshuodao	没说到	12446	meishuodao	没	mei	mo
zhanzhaobudong	站着不动	12446	zhanzhebudong	着	zhe	zhao
zhanzhuobudong	站着不动	12446	zhanzhebudong	着	zhe	zhuo
chongdai	宠大	12444	chongda	大	da	dai
chaixia	差下	12442	chaxia	差	cha	chai
juesaijuan	决赛圈	12441	juesaiquan	圈	quan	juan
zhaomingzuojia	著名作家	12439	zhumingzuojia	著	zhu	zhao
zhemingzuojia	著名作家	12439	zhumingzuojia	著	zhu	zhe
zhuomingzuojia	著名作家	12439	zhumingzuojia	著	zhu	zhuo
dunzhao	炖着	12424	dunzhe	着	zhe	zhao
dunzhuo	炖着	12424	dunzhe	着	zhe	zhuo
gaopinshuai	高频率	12422	gaopinlv	率	lv	shuai
hunjuan	混圈	12420	hunquan	圈	quan	juan
daitun	大屯	12419	datun	大	da	dai
zhaxian	乍见	12415	zhajian	见	jian	xian
huanraozhao	环绕着	12413	huanraozhe	着	zhe	zhao
huanraozhuo	环绕着	12413	huanraozhe	着	zhe	zhuo
daihoudajiao	大吼大叫	12412	dahoudajiao	大	da	dai
motao	没套	12412	meitao	没	mei	mo
kaozhao	靠着	12408	kaozhe	着	zhe	zhao
kaozhuo	靠着	12408	kaozhe	着	zhe	zhuo
yuxin	于寻	12407	yuxun	寻	xun	xin
qianlizhihang	千里之行	12405	qianlizhixing	行	xing	hang
hudei	护得	12404	hude	得	de	dei
liangtan	两弹	12403	liangdan	弹	dan	tan
hangdian	行点	12400	xingdian	行	xing	hang
jubande	举办地	12397	jubandi	地	di	de
chaxie	查血	12396	chaxue	血	xue	xie
chonger	重耳	12392	zhonger	重	zhong	chong
moci	没刺	12390	meici	没	mei	mo
jueting	角亭	12384	jiaoting	角	jiao	jue
moliang	万辆	12380	wanliang	万	wan	mo
qingchexiandi	清澈见底	12380	qingchejiandi	见	jian	xian
jianjue	尖角	12377	jianjiao	角	jiao	jue
fantouliao	烦透了	12375	fantoule	了	le	liao
suanjue	酸角	12375	suanjiao	角	jiao	jue
techai	特差	12375	techa	差	cha	chai
zhedei	遮得	12375	zhede	得	de	dei
moce	万册	12371	wance	万	wan	mo
duanhang	断行	12369	duanxing	行	xing	hang
mopiao	万票	12368	wanpiao	万	wan	mo
wuzhong	恶终	12364	ezhong	恶	e	wu
hongliaolian	红了脸	12364	honglelian	了	le	liao
xinwu	寻乌	12362	xunwu	寻	xun	xin
kangmeiyuanzhaozhanzheng	抗美援朝战争	12361	kangmeiyuanchaozhanzheng	朝	chao	zhao
baozhao	抱著	12358	baozhu	著	zhu	zhao
baozhe	抱著	12358	baozhu	著	zhu	zhe
baozhuo	抱著	12358	baozhu	著	zhu	zhuo
dunchong	吨重	12356	dunzhong	重	zhong	chong
cengbo	层薄	12354	cengbao	薄	bao	bo
tanhuilai	弹回来	12353	danhuilai	弹	dan	tan
chiliaokui	吃了亏	12351	chilekui	了	le	liao
shoushen	手参	12351	shoucan	参	can	shen
suandeliao	算得了	12351	suandele	了	le	liao
zhunbeikuai	准备会	12351	zhunbeihui	会	hui	kuai
daishi	大士	12349	dashi	大	da	dai
gonggonglvde	公共绿地	12343	gonggonglvdi	地	di	de
daihuan	大患	12342	dahuan	大	da	dai
gedei	割得	12342	gede	得	de	dei
qingganlong	清乾隆	12341	qingqianlong	乾	qian	gan
shecheng	折成	12339	zhecheng	折	zhe	she
daimali	大马力	12336	damali	大	da	dai
liudeiqingshan	留得青山	12334	liudeqingshan	得	de	dei
daijia	大甲	12333	dajia	大	da	dai
diandaiqike	店大欺客	12333	diandaqike	大	da	dai
jixin	系心	12333	xixin	系	xi	ji
zaowandushi	早晚都是	12333	zaowandoushi	都	dou	du
tiaokuai	调快	12330	diaokuai	调	diao	tiao
duzoukuai	独奏会	12330	duzouhui	会	hui	kuai
pingtangzhao	平躺着	12330	pingtangzhe	着	zhe	zhao
pingtangzhuo	平躺着	12330	pingtangzhe	着	zhe	zhuo
shuizhaojiao	睡着觉	12330	shuizhaojue	觉	jue	jiao
mojian	万件	12329	wanjian	万	wan	mo
liaodei	料得	12327	liaode	得	de	dei
baxiu	八宿	12326	basu	宿	su	xiu
banyanzhao	扮演着	12325	banyanzhe	着	zhe	zhao
banyanzhuo	扮演着	12325	banyanzhe	着	zhe	zhuo
daipengche	大篷车	12325	dapengche	大	da	dai
renrenyue	人人乐	12324	renrenle	乐	le	yue
zhongzhao	中朝	12323	zhongchao	朝	chao	zhao
shengdei	升得	12320	shengde	得	de	dei
muzu	模组	12319	mozu	模	mo	mu
xiezhua	蟹爪	12317	xiezhao	爪	zhao	zhua
daiyao	大姚	12316	dayao	大	da	dai
tongbujinhang	同步进行	12316	tongbujinxing	行	xing	hang
zhuayin	爪印	12314	zhaoyin	爪	zhao	zhua
molv	万缕	12312	wanlv	万	wan	mo
qichai	奇差	12312	qicha	差	cha	chai
cangzhuan	藏传	12311	cangchuan	传	chuan	zhuan
huayingangla	话音刚落	12307	huayingangluo	落	luo	la
jiwu	嫉恶	12304	jie	恶	e	wu
chaozhao	朝著	12293	chaozhu	著	zhu	zhao
chaozhe	朝著	12293	chaozhu	著	zhu	zhe
chaozhuo	朝著	12293	chaozhu	著	zhu	zhuo
zhaozhao	朝著	12293	chaozhu	朝	chao	zhao
zhaozhe	朝著	12293	chaozhu	朝	chao	zhao
zhaozhu	朝著	12293	chaozhu	朝	chao	zhao
zhaozhuo	朝著	12293	chaozhu	朝	chao	zhao
sadei	洒得	12284	sade	得	de	dei
xinmo	寻摸	12284	xunmo	寻	xun	xin
daipianfu	大篇幅	12283	dapianfu	大	da	dai
huzhuan	互传	12280	huchuan	传	chuan	zhuan
daipan	大盘	12278	dapan	大	da	dai
waizhaotou	歪着头	12275	waizhetou	着	zhe	zhao
waizhuotou	歪着头	12275	waizhetou	着	zhe	zhuo
bangongdailou	办公大楼	12270	bangongdalou	大	da	dai
canaokuai	残奥会	12270	canaohui	会	hui	kuai
guocheng	过盛	12261	guosheng	盛	sheng	cheng
baobaodi	薄薄的	12254	baobaode	的	de	di
zhaozuoquan	著作权	12253	zhuzuoquan	著	zhu	zhao
zhezuoquan	著作权	12253	zhuzuoquan	著	zhu	zhe
zhuozuoquan	著作权	12253	zhuzuoquan	著	zhu	zhuo
huade	划地	12251	huadi	地	di	de
cankaoji	参考系	12246	cankaoxi	系	xi	ji
datiao	搭调	12237	dadiao	调	diao	tiao
lehuailiao	乐坏了	12237	lehuaile	了	le	liao
yuehuaile	乐坏了	12237	lehuaile	乐	le	yue
yuehuailiao	乐坏了	12237	lehuaile	乐	le	yue
xiaoqu	削去	12236	xuequ	削	xue	xiao
diyichong	第一重	12235	diyizhong	重	zhong	chong
longzhaozhao	笼罩着	12234	longzhaozhe	着	zhe	zhao
longzhaozhuo	笼罩着	12234	longzhaozhe	着	zhe	zhuo
daishewan	大蛇丸	12231	dashewan	大	da	dai
yihang	毅行	12226	yixing	行	xing	hang
daikang	大康	12225	dakang	大	da	dai
daidaobaoyu	大到暴雨	12223	dadaobaoyu	大	da	dai
zhuanguolai	传过来	12220	chuanguolai	传	chuan	zhuan
zhaomingjingdian	著名景点	12218	zhumingjingdian	著	zhu	zhao
zhemingjingdian	著名景点	12218	zhumingjingdian	著	zhu	zhe
zhuomingjingdian	著名景点	12218	zhumingjingdian	著	zhu	zhuo
jiaoshu	觉书	12215	jueshu	觉	jue	jiao
keyemo	可也没	12215	keyemei	没	mei	mo
tiaodei	挑得	12215	tiaode	得	de	dei
yourongnaidai	有容乃大	12209	yourongnaida	大	da	dai
seerda	塞尔达	12207	saierda	塞	sai	se
anshizhao	暗示着	12206	anshizhe	着	zhe	zhao
anshizhuo	暗示着	12206	anshizhe	着	zhe	zhuo
zitan	自弹	12205	zidan	弹	dan	tan
beiqiao	背壳	12204	beike	壳	ke	qiao
daidieyanjing	大跌眼镜	12199	dadieyanjing	大	da	dai
ganlongdi	乾隆帝	12199	qianlongdi	乾	qian	gan
zhanyoushuai	占有率	12194	zhanyoulv	率	lv	shuai
daiping	大坪	12191	daping	大	da	dai
bapa	耙耙	12189	baba	耙	ba	pa
paba	耙耙	12189	baba	耙	ba	pa
papa	耙耙	12189	baba	耙	ba	pa
biandei	编得	12189	biande	得	de	dei
chizhuhang	吃住行	12189	chizhuxing	行	xing	hang
daiwanglu	大望路	12189	dawanglu	大	da	dai
daiyongchu	大用处	12189	dayongchu	大	da	dai
tanhuiqu	弹回去	12189	danhuiqu	弹	dan	tan
deiraorenchu	得饶人处	12189	deraorenchu	得	de	dei
goudeizhao	够得着	12189	goudezhe	得	de	dei
goudeizhe	够得着	12189	goudezhe	得	de	dei
goudeizhuo	够得着	12189	goudezhe	得	de	dei
goudezhao	够得着	12189	goudezhe	着	zhe	zhao
goudezhuo	够得着	12189	goudezhe	着	zhe	zhuo
pideihen	皮得很	12189	pidehen	得	de	dei
qushei	娶谁	12189	qushui	谁	shui	shei
qiaolei	壳类	12186	kelei	壳	ke	qiao
jinde	劲地	12183	jindi	地	di	de
bozhong	泊中	12181	pozhong	泊	po	bo
shibikuai	势必会	12180	shibihui	会	hui	kuai
yihuxinchang	异乎寻常	12172	yihuxunchang	寻	xun	xin
bajuan	八圈	12166	baquan	圈	quan	juan
shuodeiyouli	说得有理	12164	shuodeyouli	得	de	dei
leileidi	累累的	12161	leileide	的	de	di
yuepingren	乐评人	12158	lepingren	乐	le	yue
gongbukemo	功不可没	12156	gongbukemei	没	mei	mo
yaodei	摇得	12154	yaode	得	de	dei
qiuchai	球差	12151	qiucha	差	cha	chai
maizhao	迈着	12150	maizhe	着	zhe	zhao
maizhuo	迈着	12150	maizhe	着	zhe	zhuo
tanhen	弹痕	12149	danhen	弹	dan	tan
sheshang	折上	12148	zheshang	折	zhe	she
mazui	抹嘴	12147	mozui	抹	mo	ma
shuyoukuai	书友会	12146	shuyouhui	会	hui	kuai
semu	塞姆	12145	saimu	塞	sai	se
zhuangdaiyun	撞大运	12145	zhuangdayun	大	da	dai
liangmobu	两万步	12140	liangwanbu	万	wan	mo
mobakuai	万把块	12140	wanbakuai	万	wan	mo
xiangchataidai	相差太大	12140	xiangchataida	大	da	dai
qianhang	千行	12138	qianxing	行	xing	hang
selaliang	塞拉利昂	12134	sailaliang	塞	sai	se
shiyidai	十一大	12133	shiyida	大	da	dai
pailiaopai	拍了拍	12120	pailepai	了	le	liao
zhuanxiao	传销	12113	chuanxiao	传	chuan	zhuan
mocang	没藏	12112	meicang	没	mei	mo
yimoju	一万句	12111	yiwanju	万	wan	mo
chidaikui	吃大亏	12108	chidakui	大	da	dai
huizhuan	回传	12105	huichuan	传	chuan	zhuan
daixian	大县	12099	daxian	大	da	dai
daishengchan	大生产	12094	dashengchan	大	da	dai
koudei	扣得	12092	koude	得	de	dei
wanzhaoyao	弯着腰	12092	wanzheyao	着	zhe	zhao
wanzhuoyao	弯着腰	12092	wanzheyao	着	zhe	zhuo
chongxie	重谢	12090	zhongxie	重	zhong	chong
dainanmen	大南门	12090	dananmen	大	da	dai
daiyandeng	大眼瞪	12090	dayandeng	大	da	dai
deiyu	得于	12090	deyu	得	de	dei
fantianfude	翻天复地	12090	fantianfudi	地	di	de
luanzhuan	乱传	12090	luanchuan	传	chuan	zhuan
mandepao	满地跑	12090	mandipao	地	di	de
quexie	缺血	12089	quexue	血	xue	xie
yijuanjuan	一圈圈	12087	yiquanquan	圈	quan	juan
yijuanquan	一圈圈	12087	yiquanquan	圈	quan	juan
yiquanjuan	一圈圈	12087	yiquanquan	圈	quan	juan
zhaoge	朝歌	12086	chaoge	朝	chao	zhao
pingjiezhao	凭借着	12078	pingjiezhe	着	zhe	zhao
pingjiezhuo	凭借着	12078	pingjiezhe	着	zhe	zhuo
jiaoyikuai	交易会	12077	jiaoyihui	会	hui	kuai
houtianxiazhileeryue	后天下之乐而乐	12075	houtianxiazhileerle	乐	le	yue
houtianxiazhiyueerle	后天下之乐而乐	12075	houtianxiazhileerle	乐	le	yue
houtianxiazhiyueeryue	后天下之乐而乐	12075	houtianxiazhileerle	乐	le	yue
yinxie	饮血	12074	yinxue	血	xue	xie
shadia	沙嗲	12071	shadie	嗲	die	dia
yingzhaotoupi	硬着头皮	12071	yingzhetoupi	着	zhe	zhao
yingzhuotoupi	硬着头皮	12071	yingzhetoupi	着	zhe	zhuo
fasongji	发送给	12070	fasonggei	给	gei	ji
peiji	配系	12068	peixi	系	xi	ji
daibaokoufu	大饱口福	12067	dabaokoufu	大	da	dai
xieya	血鸭	12066	xueya	血	xue	xie
daifutigao	大幅提高	12063	dafutigao	大	da	dai
daijiu	大久	12051	dajiu	大	da	dai
shuaireng	率仍	12049	lvreng	率	lv	shuai
zirandeli	自然地理	12049	zirandili	地	di	de
duqitan	毒气弹	12040	duqidan	弹	dan	tan
huozhao	活著	12039	huozhu	著	zhu	zhao
huozhe	活著	12039	huozhu	著	zhu	zhe
huozhuo	活著	12039	huozhu	著	zhu	zhuo
taitoubujianditouxian	抬头不见低头见	12039	taitoubujianditoujian	见	jian	xian
tingdeichulai	听得出来	12039	tingdechulai	得	de	dei
xiangde	响地	12026	xiangdi	地	di	de
wenhuajuan	文化圈	12012	wenhuaquan	圈	quan	juan
daiji	大祭	12011	daji	大	da	dai
deikuan	得款	12009	dekuan	得	de	dei
fangshengdaiku	放声大哭	12009	fangshengdaku	大	da	dai
mangdeibuke	忙得不可	12008	mangdebuke	得	de	dei
mae	抹额	12002	moe	抹	mo	ma
liudeiqingshanzai	留得青山在	11999	liudeqingshanzai	得	de	dei
heizhua	黑爪	11998	heizhao	爪	zhao	zhua
tiaoshui	调水	11997	diaoshui	调	diao	tiao
ditoubujiantaitouxian	低头不见抬头见	11991	ditoubujiantaitoujian	见	jian	xian
huoheqiqi	和和气气	11991	heheqiqi	和	he	huo
dapeizhao	搭配着	11987	dapeizhe	着	zhe	zhao
dapeizhuo	搭配着	11987	dapeizhe	着	zhe	zhuo
sanmokuai	三万块	11987	sanwankuai	万	wan	mo
sheiyoukong	谁有空	11987	shuiyoukong	谁	shui	shei
zuande	钻地	11987	zuandi	地	di	de
dedi	地低	11985	didi	地	di	de
suiliaoxin	碎了心	11984	suilexin	了	le	liao
deya	地压	11982	diya	地	di	de
jiaoyuan	觉远	11977	jueyuan	觉	jue	jiao
sishe	四折	11970	sizhe	折	zhe	she
jidei	既得	11969	jide	得	de	dei
lahai	落海	11969	luohai	落	luo	la
chengqi	盛气	11967	shengqi	盛	sheng	cheng
daidaide	呆呆地	11967	daidaidi	地	di	de
chenjin	称斤	11962	chengjin	称	cheng	chen
yijiadudai	一家独大	11962	yijiaduda	大	da	dai
zangdei	脏得	11962	zangde	得	de	dei
dedixia	地底下	11961	didixia	地	di	de
simoduo	四万多	11956	siwanduo	万	wan	mo
sihuan	似幻	11951	shihuan	似	shi	si
kuyue	苦乐	11946	kule	乐	le	yue
daitexie	大特写	11938	datexie	大	da	dai
jinchen	斤称	11934	jincheng	称	cheng	chen
mendeihuang	闷得慌	11934	mendehuang	得	de	dei
shibacengde	十八层地	11934	shibacengdi	地	di	de
sidei	撕得	11934	side	得	de	dei
daiquan	大泉	11926	daquan	大	da	dai
mobianbuli	万变不离	11925	wanbianbuli	万	wan	mo
seerweiyaren	塞尔维亚人	11925	saierweiyaren	塞	sai	se
xiangxin	降薪	11918	jiangxin	降	jiang	xiang
bijingzhide	必经之地	11914	bijingzhidi	地	di	de
yingjuan	影圈	11911	yingquan	圈	quan	juan
shengu	参股	11907	cangu	参	can	shen
pianqi	便器	11902	bianqi	便	bian	pian
xiongzhua	熊爪	11902	xiongzhao	爪	zhao	zhua
dainongchang	大农场	11901	danongchang	大	da	dai
zhongyue	中乐	11901	zhongle	乐	le	yue
shuqingshuchong	孰轻孰重	11899	shuqingshuzhong	重	zhong	chong
seweiliya	塞维利亚	11898	saiweiliya	塞	sai	se
huzhao	糊着	11888	huzhe	着	zhe	zhao
huzhuo	糊着	11888	huzhe	着	zhe	zhuo
xiaxiu	下宿	11888	xiasu	宿	su	xiu
zhongjiao	中觉	11888	zhongjue	觉	jue	jiao
xinfang	寻访	11887	xunfang	寻	xun	xin
daimiao	大庙	11886	damiao	大	da	dai
changningqu	长宁区	11881	zhangningqu	长	zhang	chang
bianlunkuai	辩论会	11880	bianlunhui	会	hui	kuai
dongliaoxin	动了心	11880	donglexin	了	le	liao
kuaigou	会够	11880	huigou	会	hui	kuai
tuixiu	退宿	11880	tuisu	宿	su	xiu
shoubaozhao	手抱着	11867	shoubaozhe	着	zhe	zhao
shoubaozhuo	手抱着	11867	shoubaozhe	着	zhe	zhuo
wumoduo	五万多	11863	wuwanduo	万	wan	mo
changge	长葛	11849	zhangge	长	zhang	chang
youjieyouhuan	有借有还	11847	youjieyouhai	还	hai	huan
zaocankuai	早餐会	11847	zaocanhui	会	hui	kuai
kuozheshengcun	适者生存	11844	shizheshengcun	适	shi	kuo
luodeidao	罗得岛	11844	luodedao	得	de	dei
jixiang	急降	11842	jijiang	降	jiang	xiang
dajuan	打圈	11841	daquan	圈	quan	juan
juetou	角头	11839	jiaotou	角	jiao	jue
abudulei	阿卜杜勒	11837	abodulei	卜	bo	bu
dangdiluxian	党的路线	11836	dangdeluxian	的	de	di
shengne	声呐	11835	shengna	呐	na	ne
shumu	数模	11833	shumo	模	mo	mu
daiyuer	大玉儿	11829	dayuer	大	da	dai
shangliaozeichuan	上了贼船	11829	shanglezeichuan	了	le	liao
zhiqiao	纸壳	11829	zhike	壳	ke	qiao
mandezhaoya	满地找牙	11826	mandizhaoya	地	di	de
xieyuan	血源	11826	xueyuan	血	xue	xie
duishei	怼谁	11824	duishui	谁	shui	shei
huanqiao	换壳	11824	huanke	壳	ke	qiao
yuechao	乐巢	11824	lechao	乐	le	yue
youchouyouchang	又臭又长	11824	youchouyouzhang	长	zhang	chang
dierjuan	第二圈	11822	dierquan	圈	quan	juan
xianrong	见容	11819	jianrong	见	jian	xian
deiyushi	得与失	11818	deyushi	得	de	dei
jide	急地	11818	jidi	地	di	de
tuman	土埋	11817	tumai	埋	mai	man
jiaozhua	脚爪	11815	jiaozhao	爪	zhao	zhua
daimu	大姆	11811	damu	大	da	dai
chonghua	重画	11806	zhonghua	重	zhong	chong
zuobiaoji	坐标系	11794	zuobiaoxi	系	xi	ji
daiyuchi	大鱼吃	11788	dayuchi	大	da	dai
shoumingchang	寿命长	11782	shoumingzhang	长	zhang	chang
shuaxinshuai	刷新率	11780	shuaxinlv	率	lv	shuai
yibaimoge	一百万个	11776	yibaiwange	万	wan	mo
zitanzichang	自弹自唱	11776	zidanzichang	弹	dan	tan
xuanbei	悬臂	11774	xuanbi	臂	bi	bei
huanji	换系	11773	huanxi	系	xi	ji
daiding	大顶	11772	dading	大	da	dai
jimoge	几万个	11772	jiwange	万	wan	mo
jingtiandai	惊天大	11769	jingtianda	大	da	dai
doushuokuai	都说会	11768	doushuohui	会	hui	kuai
dushuohui	都说会	11768	doushuohui	都	dou	du
dushuokuai	都说会	11768	doushuohui	都	dou	du
wuxun	恶熏	11768	exun	恶	e	wu
fudeiliuyou	富得流油	11768	fudeliuyou	得	de	dei
jiba	给扒	11768	geiba	给	gei	ji
haixing	咳醒	11768	kexing	咳	ke	hai
mofenkai	没分开	11768	meifenkai	没	mei	mo
niezhaobizi	捏着鼻子	11768	niezhebizi	着	zhe	zhao
niezhuobizi	捏着鼻子	11768	niezhebizi	着	zhe	zhuo
niudei	扭得	11768	niude	得	de	dei
huohemumu	和和睦睦	11766	hehemumu	和	he	huo
mayun	抹匀	11766	moyun	抹	mo	ma
wuliumo	五六万	11764	wuliuwan	万	wan	mo
changbing	长柄	11757	zhangbing	长	zhang	chang
erhangqianlimudanyou	儿行千里母担忧	11754	erxingqianlimudanyou	行	xing	hang
sheigeile	谁给了	11754	shuigeile	谁	shui	shei
sheigeiliao	谁给了	11754	shuigeile	谁	shui	shei
sheijile	谁给了	11754	shuigeile	谁	shui	shei
sheijiliao	谁给了	11754	shuigeile	谁	shui	shei
shuigeiliao	谁给了	11754	shuigeile	了	le	liao
shuijile	谁给了	11754	shuigeile	给	gei	ji
shuijiliao	谁给了	11754	shuigeile	给	gei	ji
renwohang	任我行	11753	renwoxing	行	xing	hang
mijie	蜜桔	11749	miju	桔	ju	jie
zhuanyin	传音	11747	chuanyin	传	chuan	zhuan
daishizi	大十字	11747	dashizi	大	da	dai
maidei	埋得	11747	maide	得	de	dei
mande	埋得	11747	maide	埋	mai	man
mandei	埋得	11747	maide	埋	mai	man
guojiaoweikuai	国际奥委会	11744	guojiaoweihui	会	hui	kuai
daifu	大父	11742	dafu	大	da	dai
zhaoshu	著书	11741	zhushu	著	zhu	zhao
zheshu	著书	11741	zhushu	著	zhu	zhe
zhuoshu	著书	11741	zhushu	著	zhu	zhuo
shenkelingkuai	深刻领会	11735	shenkelinghui	会	hui	kuai
tiaozhi	调至	11731	diaozhi	调	diao	tiao
xiangfu	降幅	11729	jiangfu	降	jiang	xiang
tianyude	天与地	11723	tianyudi	地	di	de
moding	没顶	11722	meiding	没	mei	mo
jinhang	禁行	11712	jinxing	行	xing	hang
chuanzhuan	传传	11711	chuanchuan	传	chuan	zhuan
zhuanchuan	传传	11711	chuanchuan	传	chuan	zhuan
zhuanzhuan	传传	11711	chuanchuan	传	chuan	zhuan
hexie	喝血	11710	hexue	血	xue	xie
shoutan	手弹	11710	shoudan	弹	dan	tan
zheshidai	浙师大	11710	zheshida	大	da	dai
xiangdubuxiang	想都不想	11707	xiangdoubuxiang	都	dou	du
tiaoxing	调性	11704	diaoxing	调	diao	tiao
mobao	万包	11704	wanbao	万	wan	mo
daijiangtang	大讲堂	11703	dajiangtang	大	da	dai
selasi	塞拉斯	11699	sailasi	塞	sai	se
pingdei	评得	11691	pingde	得	de	dei
yude	雨地	11688	yudi	地	di	de
dubei	独臂	11683	dubi	臂	bi	bei
dadeiying	打得赢	11681	dadeying	得	de	dei
xinxiu	心宿	11676	xinsu	宿	su	xiu
shumoren	数万人	11671	shuwanren	万	wan	mo
lvxian	屡见	11667	lvjian	见	jian	xian
juanding	圈定	11665	quanding	圈	quan	juan
ershiduomo	二十多万	11659	ershiduowan	万	wan	mo
chongpai	重排	11652	zhongpai	重	zhong	chong
dailexie	大了些	11651	dalexie	大	da	dai
dailiaoxie	大了些	11651	dalexie	大	da	dai
daliaoxie	大了些	11651	dalexie	了	le	liao
tiaohuo	调货	11651	diaohuo	调	diao	tiao
ludeiqing	露得清	11651	ludeqing	得	de	dei
neiyanjue	内眼角	11651	neiyanjiao	角	jiao	jue
xiliaoshui	洗了睡	11651	xileshui	了	le	liao
yayizhao	压抑着	11651	yayizhe	着	zhe	zhao
yayizhuo	压抑着	11651	yayizhe	着	zhe	zhuo
chongcuo	重挫	11650	zhongcuo	重	zhong	chong
tanji	弹击	11649	danji	弹	dan	tan
zhengweiyuankuai	政委员会	11649	zhengweiyuanhui	会	hui	kuai
diaochong	调重	11647	diaozhong	重	zhong	chong
tiaochong	调重	11647	diaozhong	调	diao	tiao
tiaozhong	调重	11647	diaozhong	调	diao	tiao
huadei	滑得	11644	huade	得	de	dei
daiyangge	大秧歌	11643	dayangge	大	da	dai
gongmu	工模	11643	gongmo	模	mo	mu
tongzhikuai	同志会	11643	tongzhihui	会	hui	kuai
changzhou	长轴	11642	zhangzhou	长	zhang	chang
moduokuai	万多块	11636	wanduokuai	万	wan	mo
kuodakuai	扩大会	11634	kuodahui	会	hui	kuai
modui	万对	11634	wandui	万	wan	mo
hangjiu	行酒	11631	xingjiu	行	xing	hang
baseer	巴塞尔	11628	basaier	塞	sai	se
shuaiduanliao	摔断了	11625	shuaiduanle	了	le	liao
xiaojuanjuan	小圈圈	11625	xiaoquanquan	圈	quan	juan
xiaojuanquan	小圈圈	11625	xiaoquanquan	圈	quan	juan
xiaoquanjuan	小圈圈	11625	xiaoquanquan	圈	quan	juan
chaisu	差速	11616	chasu	差	cha	chai
suozhuan	所传	11605	suochuan	传	chuan	zhuan
daizhong	大种	11600	dazhong	大	da	dai
duohangbuyi	多行不义	11596	duoxingbuyi	行	xing	hang
yinmo	隐没	11596	yinmei	没	mei	mo
tian	堤岸	11595	dian	堤	di	ti
feibixinchang	非比寻常	11594	feibixunchang	寻	xun	xin
shukuogan	舒适感	11591	shushigan	适	shi	kuo
changtongxue	长筒靴	11590	zhangtongxue	长	zhang	chang
kuaimanliao	快满了	11590	kuaimanle	了	le	liao
kuaitingliao	快停了	11590	kuaitingle	了	le	liao
maiqiao	买壳	11590	maike	壳	ke	qiao
manzuidushi	满嘴都是	11590	manzuidoushi	都	dou	du
gaofenbianshuai	高分辨率	11588	gaofenbianlv	率	lv	shuai
fudanchong	负担重	11582	fudanzhong	重	zhong	chong
dazhaodenglong	打着灯笼	11579	dazhedenglong	着	zhe	zhao
dazhuodenglong	打着灯笼	11579	dazhedenglong	着	zhe	zhuo
liumokuai	六万块	11579	liuwankuai	万	wan	mo
zhaowen	朝文	11578	chaowen	朝	chao	zhao
zhuanwei	传位	11575	chuanwei	传	chuan	zhuan
chunbo	唇薄	11573	chunbao	薄	bao	bo
taojuan	套圈	11573	taoquan	圈	quan	juan
yiqianduomo	一千多万	11573	yiqianduowan	万	wan	mo
sanmoren	三万人	11572	sanwanren	万	wan	mo
zhuanxin	传信	11571	chuanxin	传	chuan	zhuan
chongbai	重百	11569	zhongbai	重	zhong	chong
suoxianji	所见即	11569	suojianji	见	jian	xian
guanghuore	光和热	11564	guanghere	和	he	huo
beigongdai	北工大	11561	beigongda	大	da	dai
daikaishajie	大开杀戒	11561	dakaishajie	大	da	dai
zhaoli	朝里	11557	chaoli	朝	chao	zhao
jiaochang	教长	11555	jiaozhang	长	zhang	chang
sheishisheifei	谁是谁非	11555	shuishishuifei	谁	shui	shei
sheishishuifei	谁是谁非	11555	shuishishuifei	谁	shui	shei
shuishisheifei	谁是谁非	11555	shuishishuifei	谁	shui	shei
shenjingji	神经系	11551	shenjingxi	系	xi	ji
pianchengren	便成仁	11550	bianchengren	便	bian	pian
changzhao	敞着	11550	changzhe	着	zhe	zhao
changzhuo	敞着	11550	changzhe	着	zhe	zhuo
daishouhuanying	大受欢迎	11550	dashouhuanying	大	da	dai
kuaiting	会厅	11533	huiting	会	hui	kuai
jinghang	经行	11529	jingxing	行	xing	hang
